No,Journal,Year,Month,Title,Authors,No.authors,Author1F,Author1L,LastF,LastL,PropF,PropL,CountryLast,CountryLast2,Region1,Region2,Subfield,Origin
24,Ornit Neotrop,2012,2,"COMPOSITION, DIVERSITY AND SIZE OF DIATOMS CONSUMED BY THE ANDEAN FLAMINGO (PHOENICOPARRUS ANDINUS) IN SALAR DE PUNTA NEGRA, ANTOFAGASTA REGION, NORTHERN CHILE.","Claudio Tobar, Jaime R. Rau, Agustên Iriarte, Rodrigo Villalobos, Nicol_s Lagos, Jaime Cursach, Carolina Dêaz, Norka Fuentes, & Alberto Gantz",9,0,1,0,1,0.222222222,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
54,Ornit Neotrop,2012,4,REPRODUCTIVE BIOLOGY AND PAIR BEHAVIOR DURING INCUBATION OF THE BLACK-NECKED SWAN (CYGNUS MELANOCORYPHUS).,"Carmen Paz Silva, Roberto Pablo Schlatter & Mauricio Soto-Gamboa",3,1,1,0,1,0.333333333,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
76,Ornit Neotrop,2012,Supplement,ECOLOGêA Y CONSERVACI”N DE LOS B…HOS CHILENOS: AVANCES Y DESAFêOS DE INVESTIGACI”N.,Ricardo A. Figueroa R. & Sergio Alvarado O.,2,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
6,Ornit Neotrop,2013,1,WATERBIRD POPULATION DYNAMICS AT ESTUARINE WETLANDS OF CENTRAL CHILE.,Cristi_n F. Estades & M. Ang_lica Vukasovic,2,0,1,1,1,0.5,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
30,Ornit Neotrop,2013,3,"HISTORIA NATURAL DEL DIUC”N (XOLMIS PYROPE) EN CHILE CENTRAL, CON óNFASIS EN SU BIOLOGêA REPRODUCTIVA.",Manuel Marên,1,0,1,0,1,0,1,Chile,Chile,S America,Latin America,Ornithology,Based in LA
42,Ornit Neotrop,2014,4,BAIT FISHING BLACK-CROWNED NIGHT HERON (NYCTICORAX NYCTICORAX) IN CHILE.,"Michel Antoine R_glade, Daniela Siel, & Manuel Uribe",3,0,0,0,1,0.333333333,0.666666667,Chile,Chile,S America,Latin America,Ornithology,Based in LA
31,Ornit Neotrop,2002,3,"First Observations on the Nesting Behavior of the Colombian Mountain-Grackle (Macroagelaius Subalaris), a Probable Cooperative Breeder.","Carlos Daniel Cadena, Christian Devenish and Natalia Silva",3,0,0,1,1,0.333333333,0.666666667,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
40,Ornit Neotrop,2002,4,Observations of the Ochre-Breasted (Grallaricula Flavirostris) and Slate-Crowned (G. Nana) Antpittas in Colombia.,Carlos A. Delgado-V.,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
6,Ornit Neotrop,2003,1,Mixed-Species Bird Flocks in a Montane Cloud Forest of Colombia.,Clara Isabel Bohorquez,1,1,1,1,1,1,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
40,Ornit Neotrop,2003,3,First Description of the Nest and Eggs of the Plumbeous (Myrmeciza Hyperythra) and the Black-Faced (Myrmoborus Myotherinus) Antbirds.,Gustavo Adolfo Londono,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
44,Ornit Neotrop,2003,3,"First Description of the Nest, Eggs and Nestlings of the Whiteshouldered Antbird (Myrmeciza Melanoceps).",Andres Link and Beatriz Ramirez,2,0,1,1,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
2,Ornit Neotrop,2004,1,"The Tumaco Seedeater (Sporophila Insulata, Emberizidae): a Species That Never Was?",F. Gary Stiles,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
47,Ornit Neotrop,2004,3,"Diet of the Barn Owl (Tyto Alba) in the Lowlands of Antioquia, Colombia.",Carlos A. Delgado-V. and Edmundo J. F. Catano-B.,2,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
5,Ornit Neotrop,2005,1,Artificial Nest Experiments in a Fragmented Neotropical Cloud Forest.,Genoveva Trujillo and Jorge A. Ahumada,2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
22,Ornit Neotrop,2005,2,Densidad Poblacional E Historia Natural De La Pava Negra (Aburria Aburri) En Los Andes Centrales De Colombia.,"Margarita M. Rios, Gustavo A. Londono and Marcia C. Munoz",3,1,1,1,1,0.666666667,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
2,Ornit Neotrop,2006,1,Reproduccian De La Perdiz Colorada (Odontophorus Hyperythrus) Y Notas Sobre Su Ecologaa.,Karolina Fierro-Calderon and Padu Franco,2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
14,Ornit Neotrop,2006,2,Raptor Migration in the Cauca River Valley of Northern Colombia.,"Gabriel Jaime Colorado, Marc J. Bechard, Cesar Marquez and Ana Maria Castano",4,0,1,1,1,0.25,0.75,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
3,Ornit Neotrop,2007,1,DIETS OF CRACIDS: HOW MUCH DO WE KNOW?,"Marcia C. Mu_oz, Gustavo H. Kattan",2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
17,Ornit Neotrop,2007,2,A NEW SPECIES OF ERIOCNEMIS (TROCHILIDAE) FROM SOUTHWEST COLOMBIA.,"Alexander Cort_s-Diago, Luis Alfonso Ortega, Luis Mazariegos-Hurtado, Andr_-A. Weller",4,0,1,0,0,0,0.75,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
33,Ornit Neotrop,2007,2,FIRST NEST DESCRIPTION FOR NICEFORO _S WREN (THRYOTHORUS NICEFORI): A CRITICALLY ENDANGERED COLOMBIAN ENDEMIC SONGBIRD.,"Sandra V. Valderrama, Jorge E. Parra, Nicol_s D_vila",3,1,1,0,1,0.333333333,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
40,Ornit Neotrop,2008,3,"ESTADO DE LA POBLACI”N DEL PAV”N MOQUIRROJO (CRAX GLOBULOSA) EN EL BAJO RêO CAQUETç, AMAZONêA COLOMBIANA.",Gustavo Alarçon-Nieto & Erwin Palacios,2,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
49,Ornit Neotrop,2008,3,REDISCOVERY OF THE RECURVE-BILLED BUSHBIRD FOR THE CORDILLERA CENTRAL OF COLOMBIA.,Gabriel J. Colorado,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
52,Ornit Neotrop,2008,4,"AVIFAUNA OF THE NORTHERN CORDILLERA CENTRAL OF THE ANDES, COLOMBIA.","Andr_s M. Cuervo, Paulo C. Pulgarên, Diego Calder‹n-F., Jos_ M. Ochoa-Quintero, Carlos A. Delgado-V., Alejandro Palacio, Jorjany M. Botero, & Wilmar A. MÒnera",8,0,0,0,1,0,0.75,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
53,Ornit Neotrop,2008,4,"COLONIALITY OF BROWN BOOBY (SULA LEUCOGASTER) IN GORGONA NATIONAL NATURAL PARK, EASTERN TROPICAL PACIFIC.",Andres Ospina-Alvarez,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
11,Ornit Neotrop,2009,1,NOTAS SOBRE EL NIDO Y LOS PICHONES DEL ABANICO COLOMBIANO (MYIOBORUS FLAVIVERTEX: PARULIDAE).,"Andrea Morales-Rozo, Elkin Rodrêguez-Ortiz, Benjamin Freeman, Christian A. Olaciregui, & Carlos Daniel Cadena",5,1,1,0,1,0.2,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
28,Ornit Neotrop,2009,2,NUEVOS REGISTROS DE LA DISTRIBUCI”N Y USO DE HçBITAT DEL TOROROI DORSIESCAMADO (GRALLARIA GUATIMALENSIS) EN COLOMBIA.,"Sandra M. Dur_n, Gloria M. Lentijo, Andr_s M. L‹pez,& Jorge E. Botero",4,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
36,Ornit Neotrop,2009,3,PARçMETROS REPRODUCTIVOS Y ANIDACI”N DE LA COTORRA ALIAZUL (HAPALOPSITTACA FUERTESI) EN CAVIDADES ARTIFICIALES.,Adriana Elisabeth Tovar Martinez,1,1,1,1,1,1,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
48,Ornit Neotrop,2009,3,USO DE SALADEROS ARTICIALES POR EL LORITO CADILLERO (BOLBORHYNCHUS FERRUGINEIFRONS) EN LOS ANDES COLOMBIANOS.,David Alfonso Berajano-Bonilla,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
5,Ornit Neotrop,2010,1,DENSIDAD POBLACIONAL Y COMPORTAMIENTO DEL CUCARACHERO FLAUTISTA (CYPHORHINUS THORACICUS) EN UN BOSQUE DE NIEBLA DE COLOMBIA.,Sofia A. Tello & Gustavo H. Kattan,2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
22,Ornit Neotrop,2010,2,"GENETIC VARIABILITY AND STRUCTURE OF OILBIRD (STEATORNIS CARIPENSIS) COLONIES IN ANTIOQUIA, COLOMBIA.","Catalina Gonz_lez-Quevedo, Brian C. Bock, & Juan Guillermo Lopera",3,1,1,0,1,0.333333333,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
24,Ornit Neotrop,2010,2,FIRST REPORTED NEST OF THE BLACK-FRONTED WOODQUAIL (ODONTOPHORUS ATRIFRONS).,"Ralf Strewe, Carlos Villa-De Le‹n, & Jªrgen Vega",3,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
41,Ornit Neotrop,2010,4,"ECOLOGêA DE FORRAJEO DEL PERIQUITO DE SANTA MARTA (PYRRHURA VIRIDICATA) EN LA CUCHILLA DE SAN LORENZO, SIERRA NEVADA DE SANTA MARTA.","Esteban Botero-Delgadillo, Juan Carlos Verhelst & Carlos Andr_s P_ez",3,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
5,Ornit Neotrop,2011,1,"EL NIDO, LOS HUEVOS Y EL COMPORTAMIENTO DE INCUBACI”N DEL MOSQUERO PECHIOCRE (NEPHELOMYIAS OCHRACEIVENTRIS; TYRANNIDAE).","N_stor A. Peralta, Gustavo Adolfo Londo_o, Carlos Daniel Cadena",3,0,1,0,1,0,0.666666667,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
31,Ornit Neotrop,2011,3,MIGRATION OF EMPIDONAX FLYCATCHERS THROUGH NORTHEAST BELIZE.,Camila G‹mez & Nicholas J. Bayly,2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
50,Ornit Neotrop,2011,4,"USO DE HçBITAT DE LA CAMINERA TOLIMENSE (LEPTOTILA CONOVERI) EN UN çREA DEGRADADA DE LA CUENCA DEL RêO COMBEIMA (TOLIMA, COLOMBIA).",Ang_lica Carvajal-Rueda1 & Sergio Losada-Prado,2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
21,Ornit Neotrop,2012,2,MOLT PATTERNS AND SEX AND AGE CRITERIA FOR SELECTED LANDBIRDS OF SOUTHWEST COLOMBIA.,Ang_lica Hern_ndez,1,1,1,1,1,1,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
31,Ornit Neotrop,2012,2,DESCRIPTION OF THE NEST AND EGGS OF THE BEARDED MOUNTAINEER (OREONYMPHA NOBILIS) FROM PERU.,"Sergio C‹rdoba-C‹rdoba, Marêa çngela Echeverry-Galvis, Sergio Chaparro-Herrera, & Nathalie Morales-G",4,0,1,1,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
44,Ornit Neotrop,2012,3,DIETA Y DISPERSI”N DE SEMILLAS: èAFECTA LA GUACHARACA COLOMBIANA (ORTALIS COLUMBIANA) LA GERMINACI”N DE LAS SEMILLAS CONSUMIDAS?.,"Diana Carolina Acosta-Rojas, Marcia C. Mu_oz, Alba Marina Torres G., & Germ_n Corredor",4,1,1,0,1,0.75,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
69,Ornit Neotrop,2012,Supplement,"DOCUMENTAN DO ESTRATEGIA S DE MUDA EN AVES NEOTROPICALE S: EJEMPLO S DE LA SIERRA NEVADA DE SANTA MARTA , COLOMBIA.","G‹mez, Camila; Botero-Delgadillo, Esteban; Bayly, Nicholas J.; Moreno, Maria I. y P_ez, Carlos Andr_s",5,1,1,0,1,0.4,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
84,Ornit Neotrop,2012,Supplement,CERULEAN WARBLER (SETOPHAGA CERULEA) SPRING MIGRATION STOPOVER IN NORTHERN MIDDLE AMERICA.,"Melinda J. Welton, David L. Anderson, Gabriel J. Colorado, Paul B. Hamel, & Diego Calder‹n-F.",5,1,0,0,1,0.2,0.4,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
91,Ornit Neotrop,2012,Supplement,FORAGING ECOLOGY OF THE CERULEAN WARBLER (SETOPHAGA CERULEA) IN ANDEAN AGRO FORESTRY ECOSYSTEMS.,Jenny M. Mu_oz & Gabriel J. Colorado,2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
4,Ornit Neotrop,2013,1,CONTRIBUTION OF DIFFERENT FOREST TYPES TO THE BIRD COMMUNITY OF A SAVANNA LANDSCAPE IN COLOMBIA.,"Natalia Ocampo-Pe_uela, Andr_s Etter",2,1,1,0,1,0.5,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
31,Ornit Neotrop,2013,3,"VALIDACI”N DE LA F”RMULA DE PYLE PARA LA IDENTIFICACI”N DEL COMPLEJO DE ATRAPAMOSCAS DE TRAILL (EMPIDONAX SP., TYRANNIDAE) EMPLEANDO ANçLISIS DISCRIMINANTE.",Gabriel J. Colorado Z,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
36,Ornit Neotrop,2013,4,PRIMERA DESCRIPCI”N DEL NIDO DEL SALTçTOR COLLAREJO (SALTATOR CINCTUS) Y NOTAS SOBRE SU COMPORTAMIENTO REPRODUCTIVO.,Carlos Arturo Ortiz Mendoza,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
37,Ornit Neotrop,2013,4,"CICLOS DE REPRODUCCI”N Y MUDA DEL VOLATINERO NEGRO (VOLATINIA JACARINA) Y EL SEMILLERO GRIS (SPOROPHILA INTERMEDIA) EN UN MATORRAL SECUNDARIO AL NORTE DEL TOLIMA, COLOMBIA.","Miguel Moreno-Palacios, Sergio Losada-Prado, Marêa çngela Echeverry-Galvis",3,0,1,1,1,0.333333333,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
38,Ornit Neotrop,2013,4,DIMORFISMO SEXUAL Y DETERMINACI”N DEL SEXO CON DNA EN EL PELLAR COM…N (VANELLUS CHILENSIS).,"Lorena Cruz-Bernate, Yilton Riascos, Guillermo Barreto",3,1,1,0,1,0.333333333,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
7,Ornit Neotrop,2014,1,"MIGRATION OF RAPTORS, SWALLOWS AND OTHER DIURNAL MIGRATORY BIRDS THROUGH THE DARIEN OF COLOMBIA.","Nicholas J. Bayly, Laura C_rdenas Ortiz, Martha Rubio, & Camila G‹mez",4,0,1,1,1,0.75,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
16,Ornit Neotrop,2014,2,"SELECCI”N DE ALIMENTO DEL PATO DE LOS TORRENTES (MERGANETTA ARMATA) EN LA CUENCA ALTA DEL RêO QUINDêO, COLOMBIA.","Juli_n Vera Herrera, Anyela Rêos Zapata, & Gerardo Cer‹n",3,0,1,0,1,0.333333333,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
25,Ornit Neotrop,2014,3,"ACTIVIDADES DIARIAS Y USO DE HçBITAT DE LA REINITA AMARILLA (SETOPHAGA PETECHIA) Y LA PIRANGA ROJA (PIRANGA RUBRA) EN UN çREA VERDE URBANA DE CALI, COLOMBIA.",Adriana del Pilar Caicedo-Argªelles & Lorena Cruz- Bernate,2,1,1,1,1,1,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
44,Ornit Neotrop,2014,4,NOTAS DE ANIDACI”N DEL TREPATRONCOS PICOFUERTE (XIPHOCOLAPTES PROMEROPIRHYNCHUS) EN COLOMBIA.,"Sergio Chaparro-Herrera, Danilo Santos, & Pablo Casallas",3,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Ornithology,Based in LA
20,Ornit Neotrop,2002,2,Distribution of Nests of the Brown Booby (Sula Leucogaster) in Relation to the Inclination of Terrain.,Johel Chaves-Campos and Juber Torres,2,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
19,Ornit Neotrop,2003,2,Changes in Abundance of Crested Guan (Penelope Purpurascens) and Black Guan (Chamaepetes Unicolor) Along an Altitudinal Gradient in Costa Rica.,Johel Chaves-Campos,1,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
30,Ornit Neotrop,2003,3,Localization of Army-Ant Swarms By Ant-Following Birds on the Caribbean Slope of Costa Rica: Following the Vocalization of Antbird to Find the Swarms.,Johel Chaves-Campos,1,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
38,Ornit Neotrop,2003,3,Ecology and Management of Natural and Artificial Scarlet Macaw (Ara Macao) Nest Cavities in Costa Rica.,"Christopher Vaughan, Nicole Nemeth and Leonel Marineros",3,0,1,0,1,0.333333333,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
50,Ornit Neotrop,2004,4,Elevational Movements of Large Frugivorous Birds and Temporal Variation in Abundance of Fruits Along an Elevational Gradient.,Johel Chaves-Campos,1,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
13,Ornit Neotrop,2005,1,"Banded-Tailed Pigeon (Columba Fasciata) At Low Elevations in Braulio Carrillo National Park, Costa Rica.",Gerardo Avalos,1,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
52,Ornit Neotrop,2005,4,First Description of the Nest and Eggs of the Slaty Finch (Haplospiza Rustica) and Observations on Song and Breeding Behavior.,Cesar Sanchez,1,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
26,Ornit Neotrop,2006,2,Seleccian De Arboles Muertos Por El Carpintero De Hoffmann (Melanerpes Hoffmannii) Para La Construccian De Nidos,Luis Sandoval and Gilbert Barrantes,2,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
32,Ornit Neotrop,2008,2,FIRST DESCRIPTION OF EGGS OF THE GOLDEN-BROWED CHLOROPHONIA (CHLOROPHONIA CALLOPHRYS).,"Leonardo Chaves, Julio S_nchez, & Carlos Quesada",3,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
40,Ornit Neotrop,2009,3,NEST USURPING OCCURRENCE OF THE PIRATIC FLYCATCHER (LEGATUS LEUCOPHAIUS) IN SOUTHWESTERN COSTA RICA.,Luis Sandoval & Gilbert Barrantes,2,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
29,Ornit Neotrop,2010,3,"AVIFAUNA ASOCIADA A BOSQUE NATIVO Y PLANTACI”N EX”TICA DE CONêFERAS EN LA RESERVA FORESTAL GRECIA, COSTA RICA.",Marêa Alejandra Maglianesi,1,1,1,1,1,1,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
16,Ornit Neotrop,2011,2,SONG DESCRIPTION AND INDIVIDUAL VARIATION IN MALES OF THE COMMON PAURAQUE (NYCTIDROMUS ALBICOLLIS).,"Luis Sandoval, Ignacio Escalante",2,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
11,Ornit Neotrop,2012,1,DIVERSIDAD DE AVES EN AGROPAISAJES EN LA REGI”N NORTE DE NICARAGUA.,"Wayne J. Arendt, Marvin T‹rrez, & Sergio Vêlchez",3,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
11,Ornit Neotrop,2013,1,BIOLOGêA REPRODUCTIVA DE LA CHIRRASCUç (DENDRORTYX LEUCOPHRYS) EN COSTA RICA.,"Luis Sandoval, Julio E. S_nchez, Ernesto Carman",3,0,0,0,1,0,0.666666667,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
21,Ornit Neotrop,2013,2,DEL NIDO Y LA C”PULA DEL PçJARO CAMPANA TRICARUNCULADO (PROCNIAS TRICARUNCULATUS).,"Julio E. S_nchez, Coqui Porras, Luis Sandoval",3,0,1,0,1,0,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
24,Ornit Neotrop,2014,2,NON-RANDOM ORIENTATION IN WOODPECKER CAVITY ENTRANCES IN A TROPICAL RAIN FOREST.,Daniel Rico & Luis Sandoval,2,0,0,0,1,0,0.5,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
26,Ornit Neotrop,2014,3,"NATURAL HISTORY AND ACOUSTIC REPERTOIRE OF THE LARGE-FOOTED FINCH (PEZOPETES CAPITALIS), AN ENDEMIC, HIGHLAND BIRD OF COSTA RICA AND WESTERN PANAMA.",Carla Trejos-Araya & Gilbert Barrantes,2,1,1,0,1,0.5,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
31,Ornit Neotrop,2014,3,"RELACI”N ENTRE LA DIVERSIDAD DE AVES ACUçTICAS Y LA VARIACI”N TEMPORAL DE LAS DIMENSIONES DE UN HUMEDAL PALUSTRINO EN PUNTARENAS, COSTA RICA.",Elena Marêa Vargas-Fonseca,1,1,1,1,1,1,1,Costa Rica,Costa Rica,C America,Latin America,Ornithology,Based in LA
21,Ornit Neotrop,2003,2,"Composician Y Abundancia De Las Aves En Tres Formaciones Vegetales De La Altiplanicie De Nipe, Holguan, Cuba.","B. Sanchez, N. Navarro, R. Oviedo, C. Pena, A. Hernandez, E. Reyes, P. Blanco, R. Sanchez and A. Herrera",9,,1,,1,,1,Cuba,Other,C America,Latin America,Ornithology,Based in LA
46,Ornit Neotrop,2003,4,Relaciones Biogeograficas De La Avifauna Cubana. Ii Biogeografaa Descriptiva.,Ricardo Vergara R.,1,0,1,0,1,0,1,Cuba,Other,C America,Latin America,Ornithology,Based in LA
16,Ornit Neotrop,2005,1,The Common Kingfisher (Alcedo Atthis): an Exceptional First Record For the West Indies and the Western Hemisphere.,"Yaroddy Rodriguez, Orlando H. Garrido, James W. Wiley and Arturo Kirkconnell",4,0,1,0,1,0,0.75,Cuba,Other,C America,Latin America,Ornithology,Based in LA
49,Ornit Neotrop,2005,4,The Genus Icterus in the West Indies.,"Orlando H. Garrido, James W. Wiley and Arturo Kirkconnell",3,0,1,0,1,0,0.666666667,Cuba,Other,C America,Latin America,Ornithology,Based in LA
21,Ornit Neotrop,2002,3,Breeding Behavior of Theendangered Hispaniolan Crossbill (Loxia Megaplaga).,"Steven C. Latta, Marriah L. Sondreal and Danilo A. Mejia",3,0,0,0,1,0.333333333,0.333333333,Dominican Republic,Other,C America,Latin America,Ornithology,Based in LA
23,Ornit Neotrop,2005,2,"Avian Diversity, Abundance, and Conservation Status in the Macaya Biosphere Reserve of Haiti.","Christopher C. Rimmer, Jason M. Townsend, Andrea K. Townsend, Eladio M. Fernandez and Jesus Almonte",5,0,0,0,1,0.2,0.4,Dominican Republic,Other,C America,Latin America,Ornithology,Based in LA
41,Ornit Neotrop,2005,3,Effects of Hurricane Georges on Habitat Use By Captive-Reared Hispaniolan Parrots (Amazona Ventralis) Released in the Dominican Republic.,"Thomas H. White, Jr., Jaime A. Collazo, Francisco J. Vilella and Simon A. Guerrero",4,0,0,0,1,0,0.25,Dominican Republic,Other,C America,Latin America,Ornithology,Based in LA
30,Ornit Neotrop,2002,3,First Description of the Nest For the Bicolored Antvireo (Dysithamnus Occidentalis) With Notes on Its Behavior in Eastern Ecuador.,Harold F. Greeney,1,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
10,Ornit Neotrop,2003,1,First Nesting Report of the West Peruvian Screech-Owl (Otus Roboratus).,"Juan F. Freile, Elisa A. Bonaccorso and Tatiana Santander",3,0,1,1,1,0.666666667,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
27,Ornit Neotrop,2003,2,"Notes on the Distribution, Habitat and Conservation of the Cloud-Forest Pigmy-Owl (Glaucidium Nubicola) in Ecuador.","Juan F. Freile, Jaime A. Chaves, Gabriel Iturralde and Esteban Guevara",4,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
32,Ornit Neotrop,2004,2,First Description of the Nest of the Barred Puffbird (Nystalus Radiatus) from North-Western Ecuador.,"Harold F. Greeney, Jeff Port and Florian Werner",3,0,1,0,1,0,0.666666667,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
39,Ornit Neotrop,2004,3,Breeding Behavior of the Bicolored Antvireo (Dysithamnus Occidentalis).,Harold F. Greeney,1,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
52,Ornit Neotrop,2004,4,"Avifauna of a High Andean Forest: Bosque Protector Cashca Totoras, Bolivar Province, Ecuador.",Elisa Bonaccorso,1,1,1,1,1,1,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
57,Ornit Neotrop,2004,4,Observations on Incubation and Nesting Behavior of the Tropical Gnatcatcher (Polioptila Plumbea) in Eastern Ecuador.,Erin C. Hannelly and Harold F. Greeney,2,1,1,0,1,0.5,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
14,Ornit Neotrop,2005,1,"Datos Preliminares Sobre La Diversidad Y Estructura De La Comunidad De Aves Del Bosque Integral Otongachi, Pichincha, Ecuador.",Esteban Guevara and Juan Guevara,2,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
15,Ornit Neotrop,2005,1,"The Nest and Eggs of the Slate-Crowned Antpitta (Grallaricula Nana), With Observations on Incubation Behavior in Southern Ecuador.",Harold F. Greeney and Francisco Sornoza,2,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
19,Ornit Neotrop,2005,2,"Censo, Distribucian Y Estado De Conservacian De La Espatula Rosada (Platalea Ajaja) En El Estuario Del Golfo De Guayaquil, Ecuador.",Juan Jose Alava,1,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
31,Ornit Neotrop,2005,2,Parental Care of the Blackish Tapaculo (Scytalopus Latrans) in Northeastern Ecuador.,"Harold F. Greeney, Amelie D. L. Bucker and Nadine Harbers",3,0,1,1,1,0.666666667,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
33,Ornit Neotrop,2005,3,Bird Community Differences in Mature and Second Growth Gara,C. Dustin Becker and Ana Agreda,2,0,1,1,1,0.5,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
34,Ornit Neotrop,2005,3,"Gustavo Orces, Fernando Ortiz Y El Desarrollo De La Ornitologaa Hecha En Ecuador.",Juan F. Freile,1,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Ornithology,Based in LA
